"Sign in with a passkey","Se connecter avec une clé d'accès"
"Display and telemetry only, never policy; all-zeros tolerated","Affichage et télémétrie uniquement, jamais utilisé pour les règles ; les valeurs entièrement nulles sont tolérées"
"Attestation Format","Format d'attestation"
"Attestation Object","Objet d'attestation"
"Client Data JSON","Client Data JSON"
"Backup Eligible","Éligible à la sauvegarde"
"BE flag; write-once at registration, never updated","Indicateur BE ; écrit une seule fois à l'enregistrement, jamais mis à jour"
"Backup State","État de sauvegarde"
"BS flag; refreshed on every successful assertion","Indicateur BS ; actualisé à chaque assertion réussie"
"UV Initialized","UV initialisé"
"Discoverable","Découvrable"
"Authenticator Attachment","Type d'authentificateur"
"RP ID","Identifiant RP"
"Descriptive only — verification always uses site-pinned configuration","Descriptif uniquement — la vérification utilise toujours la configuration fixée du site"
"Flagged","Signalée"
"Flagged Reason","Motif du signalement"
"Last Used At","Dernière utilisation le"
"Last Used IP","IP de dernière utilisation"
"WebAuthn User Handle","Handle utilisateur WebAuthn"
"Handle","Handle"
"base64url of 64 random bytes — the WebAuthn user.id; immutable forever","base64url de 64 octets aléatoires — le user.id WebAuthn ; immuable pour toujours"
"Passkey Only Login","Connexion par clé d'accès uniquement"
"Disable password login for this user; requires at least one enabled passkey","Désactiver la connexion par mot de passe pour cet utilisateur ; nécessite au moins une clé d'accès activée"
"Nudge","Inciter"
"Enforce","Imposer"
"Enforce After Date","Imposer après une date"
"All Users","Tous les utilisateurs"
"Selected Roles","Rôles sélectionnés"
"Degrade to Nudge","Revenir à l'incitation"
"Block + Notify Admin","Bloquer + avertir l'administrateur"
